Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather, Q10,,Wind Speed_km/h,Occurance,Q14,,Weather,Countif,Q15,,Wind Speed_km/h,Countif,,Visibility_km,Mean_VisibilityKM,,Press_kPa,,Rel Hum_%,
3/30/2012 16:00,4.8,-9.3,35,15,48.3,101.26,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.26,,35,
3/30/2012 17:00,4.4,-8.6,38,15,48.3,101.24,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.24,,38,
3/30/2012 18:00,3.9,-7.9,42,11,24.1,101.26,Mostly Cloudy,0,,,,1,,,,0,,,,,24.1,,,101.26,,42,
3/30/2012 19:00,3.1,-6.7,49,7,25,101.29,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.29,,49,
3/30/2012 20:00,3,-8.4,43,7,25,101.3,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.3,,43,
3/30/2012 21:00,1.7,-9,45,4,25,101.32,Cloudy,0,,,,0,,,,0,,,,,25,,,101.32,,45,
3/30/2012 22:00,0.4,-8.1,53,0,25,101.3,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.3,,53,
3/30/2012 23:00,1.4,-7.7,51,6,25,101.34,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.34,,51,
3/31/2012 0:00,1.5,-8.6,47,13,25,101.33,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.33,,47,
3/31/2012 1:00,1.3,-9.6,44,13,25,101.31,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.31,,44,
3/31/2012 2:00,1.3,-9.7,44,11,25,101.29,Cloudy,0,,,,0,,,,0,,,,,25,,,101.29,,44,
3/31/2012 3:00,0.7,-8.8,49,13,25,101.3,Cloudy,0,,,,0,,,,0,,,,,25,,,101.3,,49,
3/31/2012 4:00,-0.9,-8.5,56,13,25,101.32,Cloudy,0,,,,0,,,,0,,,,,25,,,101.32,,56,
3/31/2012 5:00,-0.6,-9.2,52,13,25,101.3,Cloudy,0,,,,0,,,,0,,,,,25,,,101.3,,52,
3/31/2012 6:00,-0.5,-9.2,52,15,48.3,101.32,Cloudy,0,,,,0,,,,1,,,,,48.3,,,101.32,,52,
3/31/2012 7:00,-0.3,-9.2,51,19,48.3,101.32,Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.32,,51,
3/31/2012 8:00,0.7,-8.5,50,17,48.3,101.33,Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.33,,50,
3/31/2012 9:00,1.5,-7.8,50,17,48.3,101.34,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.34,,50,
3/31/2012 10:00,2.9,-8.1,44,15,48.3,101.3,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.3,,44,
3/31/2012 11:00,4.6,-9.7,35,7,48.3,101.24,Clear,0,,,,1,,,,1,,,,,48.3,,,101.24,,35,
3/31/2012 12:00,6.4,-7.1,37,11,48.3,101.16,Clear,0,,,,1,,,,1,,,,,48.3,,,101.16,,37,
3/31/2012 13:00,6.5,-9.7,30,9,48.3,101.08,Clear,0,,,,1,,,,1,,,,,48.3,,,101.08,,30,
3/31/2012 14:00,7.7,-8.5,31,4,48.3,101.01,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.01,,31,
3/31/2012 15:00,7.7,-8.6,30,6,48.3,100.94,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.94,,30,
3/31/2012 16:00,8.4,-7.7,31,4,48.3,100.89,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.89,,31,
3/31/2012 17:00,7.9,-8.1,31,6,48.3,100.88,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.88,,31,
3/31/2012 18:00,7,-8.2,33,7,48.3,100.87,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.87,,33,
3/31/2012 19:00,5.9,-8,36,4,25,100.88,Clear,0,,,,1,,,,0,,,,,25,,,100.88,,36,
3/31/2012 20:00,4.4,-7.2,43,9,25,100.85,Clear,0,,,,1,,,,0,,,,,25,,,100.85,,43,
3/31/2012 21:00,2.6,-6.3,52,7,25,100.86,Clear,0,,,,1,,,,0,,,,,25,,,100.86,,52,
3/31/2012 22:00,2.7,-6.7,50,0,25,100.82,Clear,0,,,,1,,,,0,,,,,25,,,100.82,,50,
3/31/2012 23:00,1.5,-6.9,54,0,25,100.79,Clear,0,,,,1,,,,0,,,,,25,,,100.79,,54,
04-01-2012 00:00,0.4,-6.6,59,0,25,100.75,Clear,0,,,,1,,,,0,,,,,25,,,100.75,,59,
04-01-2012 01:00,-1.5,-7.3,65,4,25,100.77,Clear,0,,,,1,,,,0,,,,,25,,,100.77,,65,
04-01-2012 02:00,0.1,-6.9,59,0,25,100.7,Clear,0,,,,1,,,,0,,,,,25,,,100.7,,59,
04-01-2012 03:00,-1,-6.2,68,0,25,100.67,Clear,0,,,,1,,,,0,,,,,25,,,100.67,,68,
04-01-2012 04:00,-1,-5.3,73,0,25,100.66,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.66,,73,
04-01-2012 05:00,-0.4,-4.5,74,4,25,100.65,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.65,,74,
04-01-2012 06:00,0.5,-3.2,76,6,48.3,100.62,Cloudy,0,,,,0,,,,1,,,,,48.3,,,100.62,,76,
04-01-2012 07:00,1.2,-3.6,70,6,48.3,100.6,Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.6,,70,
04-01-2012 08:00,3.2,-4.5,57,11,48.3,100.53,Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.53,,57,
04-01-2012 09:00,3.7,-3.9,58,9,48.3,100.49,Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.49,,58,
04-01-2012 10:00,4.1,-2.8,61,7,48.3,100.46,Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.46,,61,
04-01-2012 11:00,4.8,-0.3,70,4,24.1,100.43,Rain Showers,0,,,,1,,,,0,,,,,24.1,,,100.43,,70,
04-01-2012 12:00,5.8,0.2,67,0,24.1,100.35,Rain,0,,,,0,,,,0,,,,,24.1,,,100.35,,67,
04-01-2012 13:00,5.9,0,66,7,24.1,100.24,Rain,0,,,,0,,,,0,,,,,24.1,,,100.24,,66,
04-01-2012 14:00,4.7,1.1,77,9,24.1,100.2,Rain,0,,,,0,,,,0,,,,,24.1,,,100.2,,77,
04-01-2012 15:00,3.8,1.5,85,19,24.1,100.14,Rain,0,,,,0,,,,0,,,,,24.1,,,100.14,,85,
04-01-2012 16:00,3,0.7,85,17,24.1,100.1,Rain,0,,,,0,,,,0,,,,,24.1,,,100.1,,85,
04-01-2012 17:00,2.8,0.5,85,22,24.1,100.12,Rain,0,,,,0,,,,0,,,,,24.1,,,100.12,,85,
04-01-2012 18:00,2.5,0.3,85,11,24.1,100.11,Rain,0,,,,0,,,,0,,,,,24.1,,,100.11,,85,
04-01-2012 19:00,2.6,0.2,84,0,25,100.14,Rain,0,,,,0,,,,0,,,,,25,,,100.14,,84,
04-01-2012 20:00,2.6,0.2,84,11,19.3,100.18,Rain,0,,,,0,,,,0,,,,,19.3,,,100.18,,84,
04-01-2012 21:00,2.6,0.7,87,13,16.1,100.21,Rain,0,,,,0,,,,0,,,,,16.1,,,100.21,,87,
04-01-2012 22:00,2.5,0.7,88,13,25,100.22,Cloudy,0,,,,0,,,,0,,,,,25,,,100.22,,88,
04-01-2012 23:00,2,0.3,88,7,25,100.21,Cloudy,0,,,,0,,,,0,,,,,25,,,100.21,,88,
04-02-2012 00:00,0.4,-1.2,89,11,16.1,100.22,Mainly Clear,0,,,,0,,,,0,,,,,16.1,,,100.22,,89,
04-02-2012 01:00,-0.1,-1.4,91,7,9.7,100.27,Fog,0,,,,0,,,,0,,,,,9.7,,,100.27,,91,
04-02-2012 02:00,-0.4,-1.8,90,0,12.9,100.31,Clear,0,,,,1,,,,0,,,,,12.9,,,100.31,,90,
04-02-2012 03:00,-1.4,-2.8,90,0,8,100.33,Fog,0,,,,0,,,,0,,,,,8,,,100.33,,90,
04-02-2012 04:00,-1.2,-2.2,93,4,9.7,100.38,Fog,0,,,,0,,,,0,,,,,9.7,,,100.38,,93,
04-02-2012 05:00,-1.7,-2.5,94,6,25,100.47,Clear,0,,,,1,,,,0,,,,,25,,,100.47,,94,
04-02-2012 06:00,-1.8,-3.5,88,6,24.1,100.56,Clear,0,,,,1,,,,0,,,,,24.1,,,100.56,,88,
04-02-2012 07:00,0.2,-2.1,84,6,48.3,100.65,Clear,0,,,,1,,,,1,,,,,48.3,,,100.65,,84,
04-02-2012 08:00,2.1,-4.5,62,13,48.3,100.69,Clear,0,,,,1,,,,1,,,,,48.3,,,100.69,,62,
04-02-2012 09:00,3.4,-7.3,45,22,48.3,100.72,Clear,0,,,,1,,,,1,,,,,48.3,,,100.72,,45,
04-02-2012 10:00,4.5,-8.5,38,28,48.3,100.73,Clear,0,,,,1,,,,1,,,,,48.3,,,100.73,,38,
04-02-2012 11:00,4.6,-7.8,40,24,48.3,100.72,Clear,0,,,,1,,,,1,,,,,48.3,,,100.72,,40,
04-02-2012 12:00,6.2,-7.8,36,17,48.3,100.65,Clear,0,,,,1,,,,1,,,,,48.3,,,100.65,,36,
04-02-2012 13:00,6.7,-7.2,36,24,48.3,100.64,Clear,0,,,,1,,,,1,,,,,48.3,,,100.64,,36,
04-02-2012 14:00,7.3,-8.5,32,26,48.3,100.62,Clear,0,,,,1,,,,1,,,,,48.3,,,100.62,,32,
04-02-2012 15:00,7.9,-10,27,19,48.3,100.6,Clear,0,,,,1,,,,1,,,,,48.3,,,100.6,,27,
04-02-2012 16:00,7.9,-12,23,28,48.3,100.59,Clear,0,,,,1,,,,1,,,,,48.3,,,100.59,,23,
04-02-2012 17:00,8,-12.2,22,30,48.3,100.61,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.61,,22,
04-02-2012 18:00,6.9,-13.6,22,19,48.3,100.65,Clear,0,,,,1,,,,1,,,,,48.3,,,100.65,,22,
04-02-2012 19:00,4.9,-12.6,27,13,25,100.69,Clear,0,,,,1,,,,0,,,,,25,,,100.69,,27,
04-02-2012 20:00,3.5,-13.1,28,13,25,100.75,Clear,0,,,,1,,,,0,,,,,25,,,100.75,,28,
04-02-2012 21:00,3.1,-13,30,11,25,100.78,Clear,0,,,,1,,,,0,,,,,25,,,100.78,,30,
04-02-2012 22:00,0.6,-12.8,36,9,25,100.84,Clear,0,,,,1,,,,0,,,,,25,,,100.84,,36,
04-02-2012 23:00,1,-12.8,35,13,25,100.83,Clear,0,,,,1,,,,0,,,,,25,,,100.83,,35,
04-03-2012 00:00,-0.3,-11.9,41,6,25,100.84,Clear,0,,,,1,,,,0,,,,,25,,,100.84,,41,
04-03-2012 01:00,-1.1,-11.4,45,9,25,100.86,Clear,0,,,,1,,,,0,,,,,25,,,100.86,,45,
04-03-2012 02:00,-0.9,-13.2,39,6,25,100.84,Clear,0,,,,1,,,,0,,,,,25,,,100.84,,39,
04-03-2012 03:00,-3,-12,50,9,25,100.87,Clear,0,,,,1,,,,0,,,,,25,,,100.87,,50,
04-03-2012 04:00,-2.1,-11.8,47,13,25,100.92,Clear,0,,,,1,,,,0,,,,,25,,,100.92,,47,
04-03-2012 05:00,-2.6,-12.4,47,6,25,100.99,Clear,0,,,,1,,,,0,,,,,25,,,100.99,,47,
04-03-2012 06:00,-2,-12.4,45,6,48.3,101.03,Clear,0,,,,1,,,,1,,,,,48.3,,,101.03,,45,
04-03-2012 07:00,0.3,-11.3,41,11,48.3,101.09,Clear,0,,,,1,,,,1,,,,,48.3,,,101.09,,41,
04-03-2012 08:00,1.7,-11.7,36,19,48.3,101.08,Clear,0,,,,1,,,,1,,,,,48.3,,,101.08,,36,
04-03-2012 09:00,2.5,-11,36,15,48.3,101.07,Clear,0,,,,1,,,,1,,,,,48.3,,,101.07,,36,
04-03-2012 10:00,4.3,-10.3,34,17,48.3,100.98,Clear,0,,,,1,,,,1,,,,,48.3,,,100.98,,34,
04-03-2012 11:00,6.4,-9.1,32,11,48.3,100.91,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.91,,32,
04-03-2012 12:00,7.1,-8.6,32,11,48.3,100.82,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.82,,32,
04-03-2012 13:00,8.7,-9.1,27,11,48.3,100.76,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.76,,27,
04-03-2012 14:00,10,-8.9,25,13,48.3,100.65,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.65,,25,
04-03-2012 15:00,10.9,-9,24,24,48.3,100.54,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.54,,24,
04-03-2012 16:00,10.8,-9.1,24,30,48.3,100.51,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.51,,24,
04-03-2012 17:00,9.7,-9,26,28,48.3,100.52,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.52,,26,
04-03-2012 18:00,8.9,-9.6,26,20,48.3,100.49,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.49,,26,
04-03-2012 19:00,8.4,-9.7,27,13,25,100.5,Cloudy,0,,,,1,,,,0,,,,,25,,,100.5,,27,
04-03-2012 20:00,7.8,-9.2,29,9,25,100.42,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.42,,29,
04-03-2012 21:00,7.1,-8.2,33,7,25,100.36,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.36,,33,
04-03-2012 22:00,6.9,-8.5,32,11,25,100.34,Cloudy,0,,,,0,,,,0,,,,,25,,,100.34,,32,
04-03-2012 23:00,6.9,-9.2,31,11,25,100.29,Cloudy,0,,,,0,,,,0,,,,,25,,,100.29,,31,
04-04-2012 00:00,6,-8.2,35,9,25,100.22,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.22,,35,
04-04-2012 01:00,5.6,-8.6,35,4,25,100.2,Cloudy,0,,,,0,,,,0,,,,,25,,,100.2,,35,
04-04-2012 02:00,6,-7.8,36,9,25,100.15,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.15,,36,
04-04-2012 03:00,5.4,-4.1,50,11,25,100.05,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.05,,50,
04-04-2012 04:00,5.2,-3.6,53,7,25,100.01,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.01,,53,
04-04-2012 05:00,4.6,-2.8,59,9,24.1,99.94,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,99.94,,59,
04-04-2012 06:00,4.2,-3,59,11,48.3,99.89,Mostly Cloudy,0,,,,0,,,,1,,,,,48.3,,,99.89,,59,
04-04-2012 07:00,4.8,-4.1,52,17,48.3,99.85,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,99.85,,52,
04-04-2012 08:00,5.5,-5.9,44,20,48.3,99.83,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,99.83,,44,
04-04-2012 09:00,6.5,-6.5,39,28,48.3,99.83,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,99.83,,39,
04-04-2012 10:00,8.7,-3.7,41,30,48.3,99.78,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,99.78,,41,
04-04-2012 11:00,9.3,-2.6,43,28,48.3,99.75,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,99.75,,43,
04-04-2012 12:00,8.9,-2.9,43,24,48.3,99.71,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,99.71,,43,
04-04-2012 13:00,8.7,-3.5,42,33,24.1,99.71,Cloudy,0,,,,1,,,,0,,,,,24.1,,,99.71,,42,
04-04-2012 14:00,8.5,-3.4,43,26,24.1,99.72,Cloudy,0,,,,0,,,,0,,,,,24.1,,,99.72,,43,
04-04-2012 15:00,8,-3.2,45,26,24.1,99.75,Cloudy,0,,,,0,,,,0,,,,,24.1,,,99.75,,45,
04-04-2012 16:00,8.3,-3,45,20,24.1,99.75,Cloudy,0,,,,0,,,,0,,,,,24.1,,,99.75,,45,
04-04-2012 17:00,8.1,-4.6,40,26,24.1,99.81,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,99.81,,40,
04-04-2012 18:00,7.6,-4.6,42,22,24.1,99.87,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,99.87,,42,
04-04-2012 19:00,6.5,-3.8,48,19,24.1,99.98,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,99.98,,48,
04-04-2012 20:00,6,-3.8,49,19,25,100.07,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.07,,49,
04-04-2012 21:00,4.9,-4.4,51,19,25,100.13,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.13,,51,
04-04-2012 22:00,3.7,-4.5,55,19,25,100.2,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.2,,55,
04-04-2012 23:00,3.6,-4.6,55,19,25,100.24,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.24,,55,
04-05-2012 00:00,3.2,-4.9,55,15,25,100.34,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.34,,55,
04-05-2012 01:00,2.3,-5.8,55,17,25,100.37,Mainly Clear,0,,,,0,,,,0,,,,,25,,,100.37,,55,
04-05-2012 02:00,2.3,-5.9,55,11,25,100.4,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.4,,55,
04-05-2012 03:00,1.9,-4.6,62,13,25,100.41,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.41,,62,
04-05-2012 04:00,1.5,-5.2,61,17,25,100.47,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.47,,61,
04-05-2012 05:00,1.5,-6.7,54,17,25,100.51,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.51,,54,
04-05-2012 06:00,1.5,-7.2,52,19,24.1,100.6,Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.6,,52,
04-05-2012 07:00,2.3,-6.9,51,19,24.1,100.68,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.68,,51,
04-05-2012 08:00,2.7,-6.5,51,20,24.1,100.72,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.72,,51,
04-05-2012 09:00,3.9,-6.1,48,22,24.1,100.76,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.76,,48,
04-05-2012 10:00,4.5,-7.6,41,17,24.1,100.76,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.76,,41,
04-05-2012 11:00,4.8,-7.1,42,26,24.1,100.77,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.77,,42,
04-05-2012 12:00,5.2,-6.6,42,22,24.1,100.74,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.74,,42,
04-05-2012 13:00,6.6,-5.3,42,22,24.1,100.73,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,100.73,,42,
04-05-2012 14:00,6.7,-6.2,39,20,24.1,100.7,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.7,,39,
04-05-2012 15:00,7.6,-5.9,38,19,24.1,100.67,Mainly Clear,0,,,,0,,,,0,,,,,24.1,,,100.67,,38,
04-05-2012 16:00,8.9,-5.7,35,24,48.3,100.65,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,100.65,,35,
04-05-2012 17:00,7.7,-6.9,35,24,48.3,100.7,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,100.7,,35,
04-05-2012 18:00,6.6,-7,37,20,48.3,100.75,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,100.75,,37,
04-05-2012 19:00,5.6,-7.7,38,26,25,100.82,Mostly Cloudy,1,,,,1,,,,0,,,,,25,,,100.82,,38,
04-05-2012 20:00,5.3,-7.9,38,19,25,100.87,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.87,,38,
04-05-2012 21:00,4.9,-7.7,40,19,25,100.88,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.88,,40,
04-05-2012 22:00,4.4,-7.4,42,22,25,100.89,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.89,,42,
04-05-2012 23:00,3.5,-7.8,43,19,25,100.93,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.93,,43,
04-06-2012 00:00,3,-8.2,44,22,25,100.97,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.97,,44,
04-06-2012 01:00,2.8,-8.4,43,17,25,100.98,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,100.98,,43,
04-06-2012 02:00,2.3,-8.2,46,22,25,101.04,Cloudy,0,,,,0,,,,0,,,,,25,,,101.04,,46,
04-06-2012 03:00,1.5,-8.2,48,19,25,101.09,Cloudy,0,,,,0,,,,0,,,,,25,,,101.09,,48,
04-06-2012 04:00,1.1,-8.3,49,17,25,101.13,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.13,,49,
04-06-2012 05:00,-0.1,-8.7,52,15,24.1,101.17,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,101.17,,52,
04-06-2012 06:00,-0.5,-9.4,51,15,48.3,101.23,Mainly Clear,0,,,,0,,,,1,,,,,48.3,,,101.23,,51,
04-06-2012 07:00,0.4,-8.9,50,15,48.3,101.3,Clear,0,,,,1,,,,1,,,,,48.3,,,101.3,,50,
04-06-2012 08:00,1.1,-8.8,48,19,48.3,101.34,Clear,0,,,,1,,,,1,,,,,48.3,,,101.34,,48,
04-06-2012 09:00,2.1,-8.4,46,17,48.3,101.37,Clear,0,,,,1,,,,1,,,,,48.3,,,101.37,,46,
04-06-2012 10:00,3.9,-7.9,42,6,48.3,101.35,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.35,,42,
04-06-2012 11:00,5.7,-7.7,37,19,48.3,101.32,Clear,0,,,,1,,,,1,,,,,48.3,,,101.32,,37,
04-06-2012 12:00,6.6,-8.3,34,20,48.3,101.24,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.24,,34,
04-06-2012 13:00,7.6,-7.7,33,15,48.3,101.18,Clear,0,,,,1,,,,1,,,,,48.3,,,101.18,,33,
04-06-2012 14:00,8.6,-8.5,29,9,48.3,101.13,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.13,,29,
04-06-2012 15:00,9.3,-8.3,28,19,48.3,101.1,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.1,,28,
04-06-2012 16:00,8.5,-9.3,27,28,48.3,101.08,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.08,,27,
04-06-2012 17:00,7.7,-11,25,32,48.3,101.11,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.11,,25,
04-06-2012 18:00,7.3,-11.6,25,19,25,101.16,Mostly Cloudy,0,,,,1,,,,0,,,,,25,,,101.16,,25,
04-06-2012 19:00,7.3,-11.7,24,13,25,101.21,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.21,,24,
04-06-2012 20:00,6.7,-10.6,28,11,25,101.24,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.24,,28,
04-06-2012 21:00,6.7,-10.3,28,9,25,101.24,Cloudy,0,,,,0,,,,0,,,,,25,,,101.24,,28,
04-06-2012 22:00,6.8,-10.8,27,11,25,101.26,Cloudy,0,,,,0,,,,0,,,,,25,,,101.26,,27,
04-06-2012 23:00,6.1,-9.9,31,11,25,101.27,Cloudy,0,,,,0,,,,0,,,,,25,,,101.27,,31,
04-07-2012 00:00,5.6,-9.7,32,11,25,101.28,Cloudy,0,,,,0,,,,0,,,,,25,,,101.28,,32,
04-07-2012 01:00,5.5,-10.6,30,17,25,101.29,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.29,,30,
04-07-2012 02:00,3.1,-10.3,37,7,25,101.3,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.3,,37,
04-07-2012 03:00,2.4,-10,39,11,25,101.32,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.32,,39,
04-07-2012 04:00,2.5,-10.2,39,11,25,101.35,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.35,,39,
04-07-2012 05:00,0.2,-10.4,45,7,25,101.39,Mainly Clear,0,,,,0,,,,0,,,,,25,,,101.39,,45,
04-07-2012 06:00,1.5,-9.3,44,9,48.3,101.46,Mostly Cloudy,0,,,,0,,,,1,,,,,48.3,,,101.46,,44,
04-07-2012 07:00,2.4,-10.1,39,11,48.3,101.5,Mainly Clear,0,,,,1,,,,1,,,,,48.3,,,101.5,,39,
04-07-2012 08:00,4.5,-9.3,36,11,48.3,101.51,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.51,,36,
04-07-2012 09:00,4.5,-9.5,35,11,48.3,101.52,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.52,,35,
04-07-2012 10:00,5.7,-8.5,35,17,48.3,101.54,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.54,,35,
04-07-2012 11:00,6,-9.2,33,13,48.3,101.51,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.51,,33,
04-07-2012 12:00,6.6,-8.1,34,11,48.3,101.47,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.47,,34,
04-07-2012 13:00,6.8,-7.8,34,9,48.3,101.44,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.44,,34,
04-07-2012 14:00,7.8,-7.8,32,9,48.3,101.39,Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.39,,32,
04-07-2012 15:00,8,-6.7,35,7,48.3,101.36,Mostly Cloudy,0,,,,1,,,,1,,,,,48.3,,,101.36,,35,
04-07-2012 16:00,8.4,-6.4,34,4,24.1,101.34,Mostly Cloudy,0,,,,1,,,,0,,,,,24.1,,,101.34,,34,
04-07-2012 17:00,8.4,-6.3,35,9,24.1,101.35,Mostly Cloudy,0,,,,0,,,,0,,,,,24.1,,,101.35,,35,
04-07-2012 18:00,8,-6.1,36,7,25,101.35,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.35,,36,
04-07-2012 19:00,8,-5.2,39,13,25,101.37,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.37,,39,
04-07-2012 20:00,7.7,-5.4,39,15,25,101.43,Cloudy,0,,,,0,,,,0,,,,,25,,,101.43,,39,
04-07-2012 21:00,7.5,-5.2,40,17,25,101.41,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.41,,40,
04-07-2012 22:00,6.2,-5.1,44,15,25,101.36,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.36,,44,
04-07-2012 23:00,5.9,-5,45,11,25,101.31,Mostly Cloudy,0,,,,0,,,,0,,,,,25,,,101.31,,45,
04-08-2012 00:00,5.8,-5.2,45,9,25,101.24,Cloudy,0,,,,0,,,,0,,,,,25,,,101.24,,45,
04-08-2012 01:00,4.8,-4.8,50,7,25,101.18,Cloudy,0,,,,0,,,,0,,,,,25,,,101.18,,50,
04-08-2012 02:00,4.2,-4.5,53,4,25,101.11,Cloudy,0,,,,0,,,,0,,,,,25,,,101.11,,53,
04-08-2012 03:00,3.7,-3.9,58,4,25,101.06,Cloudy,0,,,,0,,,,0,,,,,25,,,101.06,,58,
04-08-2012 04:00,3.7,-4.4,55,4,25,101,Cloudy,0,,,,0,,,,0,,,,,25,,,101,,55,
04-08-2012 05:00,4,-4.5,54,7,25,100.95,Cloudy,0,,,,0,,,,0,,,,,25,,,100.95,,54,
